iter,norm(d0-d)^2,gradient norm,,,,
450,1017.5,8.4469,-7.4263,3.4082,0.43299,2.0967
451,1015.9,8.4322,-7.4137,3.4018,0.42866,2.0935
452,1014.4,8.4175,-7.4011,3.3953,0.42434,2.0903
453,1012.8,8.4029,-7.3886,3.3889,0.42003,2.0871
454,1011.3,8.3883,-7.3761,3.3824,0.41573,2.084
455,1009.7,8.3737,-7.3636,3.376,0.41144,2.0808
456,1008.2,8.3591,-7.3511,3.3696,0.40716,2.0776
457,1006.7,8.3447,-7.3387,3.3632,0.40289,2.0745
458,1005.1,8.3302,-7.3263,3.3568,0.39862,2.0713
459,1003.6,8.3158,-7.3139,3.3505,0.39437,2.0682
460,1002.1,8.3013,-7.3015,3.3441,0.39013,2.0651
461,1000.6,8.287,-7.2892,3.3378,0.38589,2.0619
462,999.1,8.2726,-7.2769,3.3315,0.38166,2.0588
463,997.6,8.2584,-7.2647,3.3252,0.37745,2.0557
464,996.11,8.2441,-7.2524,3.3189,0.37324,2.0526
465,994.62,8.2299,-7.2402,3.3126,0.36904,2.0495
466,993.14,8.2156,-7.228,3.3063,0.36485,2.0465
467,991.66,8.2015,-7.2158,3.3001,0.36067,2.0434
468,990.18,8.1874,-7.2037,3.2939,0.3565,2.0403
469,988.72,8.1733,-7.1916,3.2877,0.35234,2.0373
470,987.25,8.1592,-7.1795,3.2814,0.34819,2.0342
471,985.8,8.1451,-7.1674,3.2753,0.34404,2.0312
472,984.34,8.1312,-7.1554,3.2691,0.33991,2.0282
473,982.9,8.1172,-7.1434,3.2629,0.33578,2.0251
474,981.45,8.1032,-7.1314,3.2568,0.33167,2.0221
475,980.02,8.0893,-7.1194,3.2507,0.32756,2.0191
476,978.58,8.0754,-7.1075,3.2445,0.32346,2.0161
477,977.15,8.0616,-7.0956,3.2384,0.31937,2.0131
478,975.73,8.0478,-7.0837,3.2323,0.31529,2.0102
479,974.31,8.034,-7.0718,3.2263,0.31122,2.0072
480,972.9,8.0203,-7.06,3.2202,0.30716,2.0042
481,971.49,8.0066,-7.0482,3.2142,0.3031,2.0013
482,970.09,7.9928,-7.0364,3.2081,0.29906,1.9983
483,968.69,7.9793,-7.0247,3.2021,0.29502,1.9954
484,967.3,7.9656,-7.0129,3.1961,0.29099,1.9924
485,965.91,7.952,-7.0012,3.1901,0.28697,1.9895
486,964.52,7.9384,-6.9895,3.1841,0.28296,1.9866
487,963.14,7.925,-6.9779,3.1782,0.27896,1.9837
488,961.77,7.9114,-6.9662,3.1722,0.27497,1.9808
489,960.4,7.8979,-6.9546,3.1663,0.27099,1.9779
490,959.03,7.8846,-6.9431,3.1604,0.26701,1.975
491,957.67,7.8711,-6.9315,3.1544,0.26304,1.9721
492,956.31,7.8578,-6.92,3.1485,0.25908,1.9692
493,954.96,7.8444,-6.9084,3.1427,0.25513,1.9664
494,953.61,7.8311,-6.897,3.1368,0.25119,1.9635
495,952.27,7.8178,-6.8855,3.1309,0.24726,1.9607
496,950.93,7.8046,-6.8741,3.1251,0.24334,1.9578
497,949.6,7.7913,-6.8626,3.1193,0.23942,1.955
498,948.27,7.7782,-6.8513,3.1134,0.23551,1.9522
499,946.94,7.765,-6.8399,3.1076,0.23162,1.9493
500,945.62,7.7518,-6.8285,3.1018,0.22772,1.9465
501,944.31,7.7387,-6.8172,3.0961,0.22384,1.9437
502,943,7.7257,-6.8059,3.0903,0.21997,1.9409
503,941.69,7.7127,-6.7947,3.0845,0.2161,1.9381
504,940.39,7.6996,-6.7834,3.0788,0.21225,1.9353
505,939.09,7.6867,-6.7722,3.0731,0.2084,1.9326
506,937.79,7.6737,-6.761,3.0674,0.20456,1.9298
507,936.5,7.6608,-6.7498,3.0617,0.20073,1.927
508,935.22,7.6479,-6.7387,3.056,0.1969,1.9243
509,933.94,7.635,-6.7275,3.0503,0.19309,1.9215
510,932.66,7.6222,-6.7164,3.0446,0.18928,1.9188
511,931.39,7.6095,-6.7054,3.039,0.18548,1.9161
512,930.12,7.5966,-6.6943,3.0333,0.18169,1.9133
513,928.86,7.5839,-6.6833,3.0277,0.17791,1.9106
514,927.6,7.5711,-6.6722,3.0221,0.17413,1.9079
515,926.34,7.5585,-6.6613,3.0165,0.17037,1.9052
516,925.09,7.5458,-6.6503,3.0109,0.16661,1.9025
517,923.85,7.5331,-6.6393,3.0053,0.16286,1.8998
518,922.6,7.5206,-6.6284,2.9998,0.15912,1.8971
519,921.36,7.508,-6.6175,2.9942,0.15538,1.8944
520,920.13,7.4954,-6.6066,2.9887,0.15166,1.8918
521,918.9,7.483,-6.5958,2.9832,0.14794,1.8891
522,917.67,7.4705,-6.585,2.9777,0.14423,1.8864
523,916.45,7.4581,-6.5742,2.9722,0.14053,1.8838
524,915.23,7.4456,-6.5634,2.9667,0.13683,1.8811
525,914.02,7.4332,-6.5526,2.9612,0.13315,1.8785
526,912.81,7.4208,-6.5419,2.9557,0.12947,1.8759
527,911.6,7.4085,-6.5312,2.9503,0.1258,1.8732
528,910.4,7.3961,-6.5205,2.9448,0.12214,1.8706
529,909.2,7.3838,-6.5098,2.9394,0.11848,1.868
530,908.01,7.3715,-6.4991,2.934,0.11484,1.8654
531,906.82,7.3593,-6.4885,2.9286,0.1112,1.8628
532,905.63,7.3471,-6.4779,2.9232,0.10757,1.8602
533,904.45,7.3349,-6.4673,2.9178,0.10394,1.8576
534,903.27,7.3228,-6.4567,2.9125,0.10033,1.8551
535,902.1,7.3107,-6.4462,2.9071,0.09672,1.8525
536,900.93,7.2986,-6.4357,2.9018,0.09312,1.8499
537,899.76,7.2865,-6.4252,2.8964,0.089527,1.8474
538,898.6,7.2744,-6.4147,2.8911,0.085943,1.8448
539,897.44,7.2625,-6.4043,2.8858,0.082366,1.8423
540,896.29,7.2504,-6.3938,2.8805,0.078796,1.8397
541,895.13,7.2385,-6.3834,2.8752,0.075235,1.8372
542,893.99,7.2265,-6.373,2.8699,0.071681,1.8347
543,892.84,7.2147,-6.3627,2.8647,0.068134,1.8322
544,891.7,7.2027,-6.3523,2.8594,0.064595,1.8296
545,890.57,7.1909,-6.342,2.8542,0.061064,1.8271
546,889.43,7.1791,-6.3317,2.849,0.05754,1.8246
547,888.31,7.1673,-6.3214,2.8437,0.054024,1.8221
548,887.18,7.1555,-6.3111,2.8385,0.050515,1.8196
549,886.06,7.1438,-6.3009,2.8333,0.047013,1.8172
550,884.94,7.1321,-6.2907,2.8282,0.04352,1.8147
551,883.83,7.1204,-6.2805,2.823,0.040033,1.8122
552,882.72,7.1087,-6.2703,2.8178,0.036554,1.8098
553,881.61,7.097,-6.2601,2.8127,0.033083,1.8073
554,880.51,7.0854,-6.25,2.8076,0.029619,1.8048
555,879.41,7.0738,-6.2399,2.8024,0.026162,1.8024
556,878.31,7.0623,-6.2298,2.7973,0.022712,1.8
557,877.22,7.0507,-6.2197,2.7922,0.01927,1.7975
558,876.13,7.0392,-6.2097,2.7871,0.015836,1.7951
559,875.05,7.0277,-6.1996,2.782,0.012408,1.7927
560,873.96,7.0163,-6.1896,2.777,0.008988,1.7903
561,872.89,7.0048,-6.1796,2.7719,0.0055752,1.7879
562,871.81,6.9935,-6.1697,2.7669,0.0021696,1.7855
563,870.74,6.982,-6.1597,2.7618,-0.0012288,1.7831
564,869.67,6.9707,-6.1498,2.7568,-0.0046199,1.7807
565,868.61,6.9594,-6.1399,2.7518,-0.0080038,1.7783
566,867.55,6.9481,-6.13,2.7468,-0.011381,1.7759
567,866.49,6.9368,-6.1201,2.7418,-0.01475,1.7735
568,865.44,6.9256,-6.1103,2.7368,-0.018112,1.7712
569,864.39,6.9142,-6.1004,2.7318,-0.021468,1.7688
570,863.34,6.9031,-6.0906,2.7269,-0.024816,1.7664
571,862.3,6.8919,-6.0808,2.7219,-0.028157,1.7641
572,861.26,6.8808,-6.0711,2.717,-0.031491,1.7618
573,860.22,6.8696,-6.0613,2.7121,-0.034818,1.7594
574,859.19,6.8585,-6.0516,2.7071,-0.038138,1.7571
575,858.15,6.8474,-6.0419,2.7022,-0.04145,1.7548
576,857.13,6.8364,-6.0322,2.6973,-0.044756,1.7524
577,856.1,6.8253,-6.0225,2.6925,-0.048055,1.7501
578,855.08,6.8144,-6.0129,2.6876,-0.051346,1.7478
579,854.07,6.8033,-6.0032,2.6827,-0.054631,1.7455
580,853.05,6.7924,-5.9936,2.6779,-0.057909,1.7432
581,852.04,6.7814,-5.984,2.673,-0.06118,1.7409
582,851.04,6.7706,-5.9745,2.6682,-0.064444,1.7386
583,850.03,6.7597,-5.9649,2.6634,-0.067701,1.7363
584,849.03,6.7488,-5.9554,2.6585,-0.070951,1.7341
585,848.03,6.738,-5.9459,2.6537,-0.074194,1.7318
586,847.04,6.7272,-5.9364,2.649,-0.077431,1.7295
587,846.05,6.7164,-5.9269,2.6442,-0.08066,1.7273
588,845.06,6.7056,-5.9174,2.6394,-0.083883,1.725
589,844.07,6.6949,-5.908,2.6346,-0.087099,1.7228
590,843.09,6.6842,-5.8986,2.6299,-0.090308,1.7205
591,842.11,6.6735,-5.8892,2.6251,-0.09351,1.7183
592,841.14,6.6628,-5.8798,2.6204,-0.096706,1.716
593,840.17,6.6522,-5.8705,2.6157,-0.099895,1.7138
594,839.2,6.6415,-5.8611,2.611,-0.10308,1.7116
595,838.23,6.631,-5.8518,2.6063,-0.10625,1.7094
596,837.27,6.6204,-5.8425,2.6016,-0.10942,1.7072
597,836.31,6.6098,-5.8332,2.5969,-0.11258,1.705
598,835.35,6.5993,-5.8239,2.5922,-0.11574,1.7028
599,834.4,6.5888,-5.8147,2.5876,-0.11889,1.7006
600,833.45,6.5783,-5.8055,2.5829,-0.12203,1.6984
601,832.5,6.5678,-5.7962,2.5783,-0.12516,1.6962
602,831.55,6.5574,-5.787,2.5737,-0.12829,1.694
603,830.61,6.547,-5.7779,2.569,-0.13142,1.6918
604,829.67,6.5366,-5.7687,2.5644,-0.13453,1.6897
605,828.74,6.5263,-5.7596,2.5598,-0.13764,1.6875
606,827.8,6.5159,-5.7505,2.5552,-0.14074,1.6853
607,826.87,6.5057,-5.7414,2.5507,-0.14384,1.6832
608,825.95,6.4953,-5.7323,2.5461,-0.14693,1.681
609,825.02,6.485,-5.7232,2.5415,-0.15001,1.6789
610,824.1,6.4748,-5.7142,2.537,-0.15309,1.6768
611,823.18,6.4645,-5.7051,2.5324,-0.15616,1.6746
612,822.27,6.4543,-5.6961,2.5279,-0.15922,1.6725
613,821.36,6.4442,-5.6871,2.5234,-0.16228,1.6704
614,820.45,6.4341,-5.6782,2.5189,-0.16533,1.6683
615,819.54,6.4239,-5.6692,2.5144,-0.16837,1.6662
616,818.64,6.4138,-5.6603,2.5099,-0.17141,1.664
617,817.74,6.4037,-5.6514,2.5054,-0.17444,1.6619
618,816.84,6.3936,-5.6424,2.5009,-0.17747,1.6598
619,815.94,6.3836,-5.6336,2.4964,-0.18049,1.6578
620,815.05,6.3736,-5.6247,2.492,-0.1835,1.6557
621,814.16,6.3635,-5.6158,2.4875,-0.1865,1.6536
622,813.27,6.3535,-5.607,2.4831,-0.1895,1.6515
623,812.39,6.3436,-5.5982,2.4787,-0.1925,1.6494
624,811.51,6.3337,-5.5894,2.4742,-0.19548,1.6474
625,810.63,6.3237,-5.5806,2.4698,-0.19847,1.6453
626,809.75,6.3139,-5.5719,2.4654,-0.20144,1.6432
627,808.88,6.304,-5.5631,2.461,-0.20441,1.6412
628,808.01,6.2942,-5.5544,2.4567,-0.20737,1.6391
629,807.14,6.2843,-5.5457,2.4523,-0.21033,1.6371
630,806.28,6.2745,-5.537,2.4479,-0.21328,1.6351
631,805.41,6.2647,-5.5283,2.4436,-0.21622,1.633
632,804.55,6.255,-5.5197,2.4392,-0.21916,1.631
633,803.7,6.2452,-5.511,2.4349,-0.22209,1.629
634,802.84,6.2355,-5.5024,2.4305,-0.22501,1.6269
635,801.99,6.2258,-5.4938,2.4262,-0.22793,1.6249
636,801.14,6.2161,-5.4852,2.4219,-0.23085,1.6229
637,800.29,6.2064,-5.4766,2.4176,-0.23375,1.6209
638,799.45,6.1969,-5.4681,2.4133,-0.23665,1.6189
639,798.61,6.1872,-5.4595,2.409,-0.23955,1.6169
640,797.77,6.1776,-5.451,2.4048,-0.24244,1.6149
641,796.94,6.168,-5.4425,2.4005,-0.24532,1.6129
642,796.1,6.1585,-5.434,2.3963,-0.24819,1.611
643,795.27,6.149,-5.4256,2.392,-0.25107,1.609
644,794.44,6.1395,-5.4171,2.3878,-0.25393,1.607
645,793.62,6.13,-5.4087,2.3835,-0.25679,1.605
646,792.79,6.1206,-5.4003,2.3793,-0.25964,1.6031
647,791.97,6.1111,-5.3918,2.3751,-0.26249,1.6011
648,791.16,6.1017,-5.3835,2.3709,-0.26533,1.5992
649,790.34,6.0923,-5.3751,2.3667,-0.26816,1.5972
650,789.53,6.0829,-5.3667,2.3625,-0.27099,1.5953
651,788.72,6.0735,-5.3584,2.3583,-0.27381,1.5933
652,787.91,6.0642,-5.3501,2.3542,-0.27663,1.5914
653,787.1,6.0549,-5.3418,2.35,-0.27944,1.5895
654,786.3,6.0456,-5.3335,2.3459,-0.28225,1.5875
655,785.5,6.0363,-5.3252,2.3417,-0.28505,1.5856
656,784.7,6.0271,-5.317,2.3376,-0.28784,1.5837
657,783.9,6.0178,-5.3087,2.3335,-0.29063,1.5818
658,783.11,6.0086,-5.3005,2.3293,-0.29341,1.5799
659,782.32,5.9994,-5.2923,2.3252,-0.29618,1.578
660,781.53,5.9902,-5.2841,2.3211,-0.29895,1.5761
661,780.75,5.981,-5.2759,2.317,-0.30172,1.5742
662,779.96,5.972,-5.2678,2.313,-0.30448,1.5723
663,779.18,5.9628,-5.2596,2.3089,-0.30723,1.5704
664,778.4,5.9537,-5.2515,2.3048,-0.30998,1.5685
665,777.63,5.9447,-5.2434,2.3008,-0.31272,1.5666
666,776.85,5.9356,-5.2353,2.2967,-0.31545,1.5647
667,776.08,5.9265,-5.2272,2.2927,-0.31818,1.5629
668,775.31,5.9175,-5.2191,2.2886,-0.32091,1.561
669,774.54,5.9085,-5.2111,2.2846,-0.32363,1.5591
670,773.78,5.8996,-5.2031,2.2806,-0.32634,1.5573
671,773.02,5.8905,-5.195,2.2766,-0.32905,1.5554
672,772.26,5.8816,-5.187,2.2726,-0.33175,1.5536
673,771.5,5.8728,-5.1791,2.2686,-0.33445,1.5517
674,770.74,5.8638,-5.1711,2.2646,-0.33714,1.5499
675,769.99,5.8549,-5.1631,2.2606,-0.33982,1.548
676,769.24,5.8461,-5.1552,2.2567,-0.3425,1.5462
677,768.49,5.8373,-5.1473,2.2527,-0.34517,1.5444
678,767.74,5.8285,-5.1394,2.2488,-0.34784,1.5426
679,767,5.8196,-5.1315,2.2448,-0.3505,1.5407
680,766.26,5.8108,-5.1236,2.2409,-0.35316,1.5389
681,765.52,5.8021,-5.1157,2.237,-0.35581,1.5371
682,764.78,5.7934,-5.1079,2.2331,-0.35846,1.5353
683,764.04,5.7846,-5.1001,2.2291,-0.3611,1.5335
684,763.31,5.7758,-5.0922,2.2252,-0.36373,1.5317
685,762.58,5.7672,-5.0844,2.2213,-0.36636,1.5299
686,761.85,5.7586,-5.0767,2.2175,-0.36899,1.5281
687,761.13,5.7499,-5.0689,2.2136,-0.37161,1.5263
688,760.4,5.7412,-5.0611,2.2097,-0.37422,1.5245
689,759.68,5.7327,-5.0534,2.2058,-0.37683,1.5228
690,758.96,5.7241,-5.0457,2.202,-0.37943,1.521
691,758.24,5.7155,-5.038,2.1981,-0.38203,1.5192
692,757.53,5.707,-5.0303,2.1943,-0.38462,1.5174
693,756.81,5.6984,-5.0226,2.1905,-0.3872,1.5157
694,756.1,5.6899,-5.0149,2.1867,-0.38979,1.5139
695,755.39,5.6814,-5.0073,2.1828,-0.39236,1.5122
696,754.68,5.6729,-4.9996,2.179,-0.39493,1.5104
697,753.98,5.6644,-4.992,2.1752,-0.3975,1.5087
698,753.28,5.656,-4.9844,2.1714,-0.40005,1.5069
699,752.58,5.6476,-4.9768,2.1677,-0.40261,1.5052
700,751.88,5.6391,-4.9692,2.1639,-0.40516,1.5034
701,751.18,5.6308,-4.9617,2.1601,-0.4077,1.5017
702,750.48,5.6224,-4.9541,2.1563,-0.41024,1.5
703,749.79,5.6141,-4.9466,2.1526,-0.41277,1.4983
704,749.1,5.6057,-4.9391,2.1488,-0.4153,1.4965
705,748.41,5.5974,-4.9316,2.1451,-0.41782,1.4948
706,747.73,5.5891,-4.9241,2.1414,-0.42034,1.4931
707,747.04,5.5808,-4.9166,2.1376,-0.42285,1.4914
708,746.36,5.5726,-4.9092,2.1339,-0.42536,1.4897
709,745.68,5.5643,-4.9017,2.1302,-0.42786,1.488
710,745,5.5561,-4.8943,2.1265,-0.43036,1.4863
711,744.33,5.5479,-4.8869,2.1228,-0.43285,1.4846
712,743.65,5.5397,-4.8795,2.1191,-0.43533,1.4829
713,742.98,5.5316,-4.8721,2.1155,-0.43782,1.4812
714,742.31,5.5234,-4.8647,2.1118,-0.44029,1.4795
715,741.64,5.5152,-4.8573,2.1081,-0.44276,1.4779
716,740.97,5.5072,-4.85,2.1045,-0.44523,1.4762
717,740.31,5.4991,-4.8427,2.1008,-0.44769,1.4745
718,739.65,5.4909,-4.8353,2.0972,-0.45014,1.4728
719,738.99,5.4828,-4.828,2.0935,-0.45259,1.4712
720,738.33,5.4749,-4.8208,2.0899,-0.45504,1.4695
721,737.67,5.4668,-4.8135,2.0863,-0.45748,1.4679
722,737.02,5.4588,-4.8062,2.0827,-0.45991,1.4662
723,736.36,5.4509,-4.799,2.0791,-0.46234,1.4646
724,735.71,5.4428,-4.7917,2.0755,-0.46477,1.4629
725,735.06,5.4349,-4.7845,2.0719,-0.46719,1.4613
726,734.42,5.4269,-4.7773,2.0683,-0.4696,1.4596
727,733.77,5.419,-4.7701,2.0647,-0.47201,1.458
728,733.13,5.4111,-4.7629,2.0612,-0.47442,1.4564
729,732.49,5.4032,-4.7558,2.0576,-0.47682,1.4547
730,731.85,5.3953,-4.7486,2.054,-0.47921,1.4531
731,731.21,5.3875,-4.7415,2.0505,-0.4816,1.4515
732,730.57,5.3797,-4.7344,2.0469,-0.48399,1.4499
733,729.94,5.3718,-4.7273,2.0434,-0.48637,1.4482
734,729.31,5.364,-4.7202,2.0399,-0.48875,1.4466
735,728.67,5.3563,-4.7131,2.0364,-0.49112,1.445
736,728.05,5.3484,-4.706,2.0328,-0.49348,1.4434
737,727.42,5.3406,-4.6989,2.0293,-0.49584,1.4418
738,726.79,5.3329,-4.6919,2.0258,-0.4982,1.4402
739,726.17,5.3252,-4.6849,2.0223,-0.50055,1.4386
740,725.55,5.3176,-4.6779,2.0189,-0.50289,1.437
741,724.93,5.3099,-4.6709,2.0154,-0.50524,1.4355
742,724.31,5.3022,-4.6639,2.0119,-0.50757,1.4339
743,723.7,5.2945,-4.6569,2.0084,-0.5099,1.4323
744,723.08,5.2869,-4.6499,2.005,-0.51223,1.4307
745,722.47,5.2793,-4.643,2.0015,-0.51455,1.4291
746,721.86,5.2716,-4.636,1.9981,-0.51687,1.4276
747,721.25,5.2641,-4.6291,1.9947,-0.51918,1.426
748,720.64,5.2565,-4.6222,1.9912,-0.52149,1.4244
749,720.04,5.2489,-4.6153,1.9878,-0.52379,1.4229
750,719.43,5.2414,-4.6084,1.9844,-0.52609,1.4213
751,718.83,5.2339,-4.6016,1.981,-0.52838,1.4198
752,718.23,5.2264,-4.5947,1.9776,-0.53067,1.4182
753,717.63,5.2189,-4.5879,1.9742,-0.53296,1.4167
754,717.04,5.2114,-4.581,1.9708,-0.53524,1.4151
755,716.44,5.204,-4.5742,1.9674,-0.53751,1.4136
756,715.85,5.1965,-4.5674,1.964,-0.53978,1.4121
757,715.26,5.1891,-4.5606,1.9607,-0.54204,1.4105
758,714.67,5.1817,-4.5538,1.9573,-0.54431,1.409
759,714.08,5.1743,-4.5471,1.9539,-0.54656,1.4075
760,713.49,5.1669,-4.5403,1.9506,-0.54881,1.406
761,712.91,5.1596,-4.5336,1.9472,-0.55106,1.4044
762,712.32,5.1522,-4.5268,1.9439,-0.5533,1.4029
763,711.74,5.1449,-4.5201,1.9406,-0.55554,1.4014
764,711.16,5.1376,-4.5134,1.9373,-0.55777,1.3999
765,710.58,5.1302,-4.5067,1.9339,-0.56,1.3984
766,710.01,5.123,-4.5001,1.9306,-0.56222,1.3969
767,709.43,5.1157,-4.4934,1.9273,-0.56444,1.3954
768,708.86,5.1085,-4.4867,1.924,-0.56665,1.3939
769,708.29,5.1013,-4.4801,1.9207,-0.56886,1.3924
770,707.72,5.0941,-4.4735,1.9174,-0.57107,1.3909
771,707.15,5.0869,-4.4669,1.9142,-0.57327,1.3894
772,706.58,5.0797,-4.4603,1.9109,-0.57547,1.3879
773,706.01,5.0725,-4.4537,1.9076,-0.57766,1.3865
774,705.45,5.0654,-4.4471,1.9044,-0.57984,1.385
775,704.89,5.0582,-4.4405,1.9011,-0.58203,1.3835
776,704.33,5.0511,-4.434,1.8979,-0.58421,1.382
777,703.77,5.0439,-4.4274,1.8946,-0.58638,1.3806
778,703.21,5.0369,-4.4209,1.8914,-0.58855,1.3791
779,702.66,5.0298,-4.4144,1.8882,-0.59071,1.3776
780,702.1,5.0228,-4.4079,1.885,-0.59287,1.3762
781,701.55,5.0157,-4.4014,1.8817,-0.59503,1.3747
782,701,5.0086,-4.3949,1.8785,-0.59718,1.3733
783,700.45,5.0017,-4.3885,1.8753,-0.59933,1.3718
784,699.9,4.9946,-4.382,1.8721,-0.60147,1.3704
785,699.35,4.9877,-4.3756,1.8689,-0.60361,1.3689
786,698.81,4.9807,-4.3691,1.8658,-0.60574,1.3675
787,698.26,4.9737,-4.3627,1.8626,-0.60787,1.366
788,697.72,4.9668,-4.3563,1.8594,-0.60999,1.3646
789,697.18,4.9598,-4.3499,1.8562,-0.61211,1.3632
790,696.64,4.9529,-4.3435,1.8531,-0.61423,1.3617
791,696.1,4.946,-4.3371,1.8499,-0.61634,1.3603
792,695.57,4.9392,-4.3308,1.8468,-0.61845,1.3589
793,695.03,4.9323,-4.3244,1.8436,-0.62055,1.3575
794,694.5,4.9255,-4.3181,1.8405,-0.62265,1.3561
795,693.97,4.9186,-4.3118,1.8374,-0.62475,1.3546
796,693.44,4.9118,-4.3055,1.8343,-0.62684,1.3532
797,692.91,4.905,-4.2992,1.8311,-0.62892,1.3518
798,692.38,4.8982,-4.2929,1.828,-0.631,1.3504
799,691.86,4.8914,-4.2866,1.8249,-0.63308,1.349
800,691.33,4.8846,-4.2803,1.8218,-0.63515,1.3476
801,690.81,4.8779,-4.2741,1.8187,-0.63722,1.3462
802,690.29,4.8712,-4.2679,1.8157,-0.63929,1.3448
803,689.77,4.8644,-4.2616,1.8126,-0.64135,1.3434
804,689.25,4.8578,-4.2554,1.8095,-0.6434,1.3421
805,688.73,4.8511,-4.2492,1.8064,-0.64545,1.3407
806,688.22,4.8444,-4.243,1.8034,-0.6475,1.3393
807,687.7,4.8377,-4.2368,1.8003,-0.64955,1.3379
808,687.19,4.8311,-4.2307,1.7973,-0.65158,1.3365
809,686.68,4.8245,-4.2245,1.7942,-0.65362,1.3352
810,686.17,4.8178,-4.2183,1.7912,-0.65565,1.3338
811,685.66,4.8112,-4.2122,1.7881,-0.65768,1.3324
812,685.15,4.8047,-4.2061,1.7851,-0.6597,1.3311
813,684.65,4.7981,-4.2,1.7821,-0.66172,1.3297
814,684.14,4.7915,-4.1939,1.7791,-0.66373,1.3283
815,683.64,4.785,-4.1878,1.7761,-0.66574,1.327
816,683.14,4.7785,-4.1817,1.7731,-0.66775,1.3256
817,682.64,4.7719,-4.1756,1.7701,-0.66975,1.3243
818,682.14,4.7655,-4.1696,1.7671,-0.67175,1.3229
819,681.64,4.7589,-4.1635,1.7641,-0.67374,1.3216
820,681.14,4.7525,-4.1575,1.7611,-0.67573,1.3202
821,680.65,4.746,-4.1515,1.7581,-0.67771,1.3189
822,680.15,4.7396,-4.1455,1.7552,-0.6797,1.3176
823,679.66,4.7332,-4.1395,1.7522,-0.68167,1.3162
824,679.17,4.7267,-4.1335,1.7492,-0.68365,1.3149
825,678.68,4.7203,-4.1275,1.7463,-0.68562,1.3136
826,678.19,4.7139,-4.1215,1.7433,-0.68758,1.3122
827,677.71,4.7076,-4.1156,1.7404,-0.68954,1.3109
828,677.22,4.7012,-4.1096,1.7375,-0.6915,1.3096
829,676.74,4.6948,-4.1037,1.7345,-0.69345,1.3083
830,676.25,4.6885,-4.0978,1.7316,-0.6954,1.307
831,675.77,4.6821,-4.0918,1.7287,-0.69734,1.3056
832,675.29,4.6758,-4.0859,1.7258,-0.69929,1.3043
833,674.81,4.6695,-4.08,1.7229,-0.70122,1.303
834,674.33,4.6633,-4.0742,1.72,-0.70316,1.3017
835,673.86,4.657,-4.0683,1.7171,-0.70508,1.3004
836,673.38,4.6507,-4.0624,1.7142,-0.70701,1.2991
837,672.91,4.6445,-4.0566,1.7113,-0.70893,1.2978
838,672.44,4.6383,-4.0508,1.7084,-0.71085,1.2965
839,671.96,4.632,-4.0449,1.7056,-0.71276,1.2952
840,671.49,4.6259,-4.0391,1.7027,-0.71467,1.294
841,671.02,4.6197,-4.0333,1.6998,-0.71658,1.2927
842,670.56,4.6135,-4.0275,1.697,-0.71848,1.2914
843,670.09,4.6073,-4.0217,1.6941,-0.72037,1.2901
844,669.63,4.6012,-4.016,1.6913,-0.72227,1.2888
845,669.16,4.595,-4.0102,1.6884,-0.72416,1.2875
846,668.7,4.5889,-4.0044,1.6856,-0.72604,1.2863
847,668.24,4.5828,-3.9987,1.6828,-0.72792,1.285
848,667.78,4.5767,-3.993,1.6799,-0.7298,1.2837
849,667.32,4.5706,-3.9872,1.6771,-0.73168,1.2825
850,666.86,4.5646,-3.9815,1.6743,-0.73355,1.2812
851,666.4,4.5585,-3.9758,1.6715,-0.73541,1.2799
852,665.95,4.5525,-3.9702,1.6687,-0.73728,1.2787
853,665.49,4.5465,-3.9645,1.6659,-0.73914,1.2774
854,665.04,4.5405,-3.9588,1.6631,-0.74099,1.2762
855,664.59,4.5345,-3.9532,1.6603,-0.74284,1.2749
856,664.14,4.5285,-3.9475,1.6575,-0.74469,1.2737
857,663.69,4.5225,-3.9419,1.6547,-0.74653,1.2724
858,663.24,4.5165,-3.9362,1.652,-0.74837,1.2712
859,662.79,4.5106,-3.9306,1.6492,-0.75021,1.27
860,662.35,4.5046,-3.925,1.6464,-0.75204,1.2687
861,661.9,4.4987,-3.9194,1.6437,-0.75387,1.2675
862,661.46,4.4927,-3.9138,1.6409,-0.75569,1.2662
863,661.02,4.4869,-3.9083,1.6382,-0.75752,1.265
864,660.58,4.481,-3.9027,1.6354,-0.75933,1.2638
865,660.13,4.4751,-3.8971,1.6327,-0.76115,1.2626
866,659.7,4.4693,-3.8916,1.63,-0.76296,1.2613
867,659.26,4.4634,-3.8861,1.6272,-0.76476,1.2601
868,658.82,4.4575,-3.8805,1.6245,-0.76657,1.2589
869,658.39,4.4517,-3.875,1.6218,-0.76836,1.2577
870,657.95,4.4459,-3.8695,1.6191,-0.77016,1.2565
871,657.52,4.4401,-3.864,1.6164,-0.77195,1.2553
872,657.09,4.4344,-3.8585,1.6137,-0.77374,1.2541
873,656.66,4.4286,-3.8531,1.611,-0.77552,1.2528
874,656.23,4.4228,-3.8476,1.6083,-0.7773,1.2516
875,655.8,4.4171,-3.8422,1.6056,-0.77908,1.2504
876,655.37,4.4113,-3.8367,1.6029,-0.78085,1.2492
877,654.94,4.4057,-3.8313,1.6003,-0.78262,1.248
878,654.52,4.4,-3.8259,1.5976,-0.78439,1.2469
879,654.09,4.3942,-3.8204,1.5949,-0.78615,1.2457
880,653.67,4.3885,-3.815,1.5923,-0.78791,1.2445
